title,author,rating,ratings,score,cuntry ,published,image sm,image,link,AuthorLink,genre
Snow Crash,Neal Stephenson, 4.03,258.65,107.501,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1601222163i/830._SX50_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1601222163i/830._SX150_.jpg,https://goodreads.com/book/show/830.Snow_Crash,https://www.goodreads.com/author/show/545.Neal_Stephenson,SciFic_Fantasy
The Martian Chronicles,Ray Bradbury, 4.15,238.25,106.554,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1374049948i/76778._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1374049948i/76778._SY175_.jpg,https://goodreads.com/book/show/76778.The_Martian_Chronicles,https://www.goodreads.com/author/show/1630.Ray_Bradbury,SciFic_Fantasy
The Stand,Stephen King, 4.34,695.61,106.362,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1213131305i/149267._SX50_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1213131305i/149267._SX150_.jpg,https://goodreads.com/book/show/149267.The_Stand,https://www.goodreads.com/author/show/3389.Stephen_King,SciFic_Fantasy
The Handmaid's Tale ,Margaret Atwood, 4.13,"1,770,032",106.142,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1578028274i/38447._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1578028274i/38447._SY175_.jpg,https://goodreads.com/book/show/38447.The_Handmaid_s_Tale,https://www.goodreads.com/author/show/3472.Margaret_Atwood,SciFic_Fantasy
The Foundation Trilogy ,Isaac Asimov, 4.41,97.14,102.78,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1316412178i/46654._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1316412178i/46654._SY175_.jpg,https://goodreads.com/book/show/46654.The_Foundation_Trilogy,https://www.goodreads.com/author/show/16667.Isaac_Asimov,SciFic_Fantasy
The Fellowship of the Ring ,J.R.R. Tolkien, 4.38,"2,592,217",102.336,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1298411339i/34._SX50_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1298411339i/34._SX150_.jpg,https://goodreads.com/book/show/34.The_Fellowship_of_the_Ring,https://www.goodreads.com/author/show/656983.J_R_R_Tolkien,SciFic_Fantasy
Jurassic Park ,Michael Crichton, 4.07,882.27,97.507,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1529604411i/40604658._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1529604411i/40604658._SY175_.jpg,https://goodreads.com/book/show/40604658-jurassic-park,https://www.goodreads.com/author/show/5194.Michael_Crichton,SciFic_Fantasy
2001: A Space Odyssey,Arthur C. Clarke, 4.16,288.18,91.121,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1432468943i/70535._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1432468943i/70535._SY175_.jpg,https://goodreads.com/book/show/70535.2001,https://www.goodreads.com/author/show/7779.Arthur_C_Clarke,SciFic_Fantasy
The Time Machine,H.G. Wells, 3.90,470.21,89.298,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327942880i/2493._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327942880i/2493._SY175_.jpg,https://goodreads.com/book/show/2493.The_Time_Machine,https://www.goodreads.com/author/show/880695.H_G_Wells,SciFic_Fantasy
The Lord of the Rings,J.R.R. Tolkien, 4.51,622.57,86.919,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1566425108i/33._SX50_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1566425108i/33._SX150_.jpg,https://goodreads.com/book/show/33.The_Lord_of_the_Rings,https://www.goodreads.com/author/show/656983.J_R_R_Tolkien,SciFic_Fantasy
Starship Troopers,Robert A. Heinlein, 4.01,212.11,85.472,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1614054412i/17214._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1614054412i/17214._SY175_.jpg,https://goodreads.com/book/show/17214.Starship_Troopers,https://www.goodreads.com/author/show/205.Robert_A_Heinlein,SciFic_Fantasy
Flowers for Algernon,Daniel Keyes, 4.17,570.74,83.244,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1554312314i/18373._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1554312314i/18373._SY175_.jpg,https://goodreads.com/book/show/18373.Flowers_for_Algernon,https://www.goodreads.com/author/show/11072.Daniel_Keyes,SciFic_Fantasy
The Left Hand of Darkness ,Ursula K. Le Guin, 4.09,149.07,82.649,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1488213612i/18423._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1488213612i/18423._SY175_.jpg,https://goodreads.com/book/show/18423.The_Left_Hand_of_Darkness,https://www.goodreads.com/author/show/874602.Ursula_K_Le_Guin,SciFic_Fantasy
Harry Potter and the Sorcerer's Stone ,J.K. Rowling, 4.48,"8,658,256",78.757,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1474154022i/3._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1474154022i/3._SY175_.jpg,https://goodreads.com/book/show/3.Harry_Potter_and_the_Sorcerer_s_Stone,https://www.goodreads.com/author/show/1077326.J_K_Rowling,SciFic_Fantasy
The War of the Worlds,H.G. Wells, 3.83,280.44,70.722,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320391644i/8909._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320391644i/8909._SY175_.jpg,https://goodreads.com/book/show/8909.The_War_of_the_Worlds,https://www.goodreads.com/author/show/880695.H_G_Wells,SciFic_Fantasy
The Name of the Wind ,Patrick Rothfuss, 4.52,842.00,68.718,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1270352123i/186074._SX50_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1270352123i/186074._SX150_.jpg,https://goodreads.com/book/show/186074.The_Name_of_the_Wind,https://www.goodreads.com/author/show/108424.Patrick_Rothfuss,SciFic_Fantasy
Ender's Shadow ,Orson Scott Card, 4.30,164.50,65.612,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1424904668i/9532._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1424904668i/9532._SY175_.jpg,https://goodreads.com/book/show/9532.Ender_s_Shadow,https://www.goodreads.com/author/show/589.Orson_Scott_Card,SciFic_Fantasy
Cat's Cradle,Kurt Vonnegut Jr., 4.16,369.98,64.4,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327867150i/135479._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327867150i/135479._SY175_.jpg,https://goodreads.com/book/show/135479.Cat_s_Cradle,https://www.goodreads.com/author/show/2778055.Kurt_Vonnegut_Jr_,SciFic_Fantasy
The Chain Between Worlds ,Johnathon Nicolaou, 4.83,714.00,62.477,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1643771474i/60288648._SX50_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1643771474i/60288648._SX150_.jpg,https://goodreads.com/book/show/60288648-the-chain-between-worlds,https://www.goodreads.com/author/show/22199652.Johnathon_Nicolaou,SciFic_Fantasy
Childhood's End,Arthur C. Clarke, 4.11,145.72,62.302,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320552628i/414999._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320552628i/414999._SY175_.jpg,https://goodreads.com/book/show/414999.Childhood_s_End,https://www.goodreads.com/author/show/7779.Arthur_C_Clarke,SciFic_Fantasy
Ready Player One ,Ernest Cline, 4.24,"1,030,742",60.285,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1500930947i/9969571._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1500930947i/9969571._SY175_.jpg,https://goodreads.com/book/show/9969571-ready-player-one,https://www.goodreads.com/author/show/31712.Ernest_Cline,SciFic_Fantasy
The Moon Is a Harsh Mistress,Robert A. Heinlein, 4.16,124.14,60.253,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348768309i/16690._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348768309i/16690._SY175_.jpg,https://goodreads.com/book/show/16690.The_Moon_Is_a_Harsh_Mistress,https://www.goodreads.com/author/show/205.Robert_A_Heinlein,SciFic_Fantasy
The Forever War ,Joe Haldeman, 4.14,154.13,58.132,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386852511i/21611._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386852511i/21611._SY175_.jpg,https://goodreads.com/book/show/21611.The_Forever_War,https://www.goodreads.com/author/show/12476.Joe_Haldeman,SciFic_Fantasy
A Canticle for Leibowitz ,Walter M. Miller Jr., 3.98,101.81,57.912,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1450516880i/164154._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1450516880i/164154._SY175_.jpg,https://goodreads.com/book/show/164154.A_Canticle_for_Leibowitz,https://www.goodreads.com/author/show/6025722.Walter_M_Miller_Jr_,SciFic_Fantasy
Rendezvous with Rama ,Arthur C. Clarke, 4.11,150.60,57.76,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1405456427i/112537._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1405456427i/112537._SY175_.jpg,https://goodreads.com/book/show/112537.Rendezvous_with_Rama,https://www.goodreads.com/author/show/7779.Arthur_C_Clarke,SciFic_Fantasy
The Host ,Stephenie Meyer, 3.85,959.70,55.075,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1318009171i/1656001._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1318009171i/1656001._SY175_.jpg,https://goodreads.com/book/show/1656001.The_Host,https://www.goodreads.com/author/show/941441.Stephenie_Meyer,SciFic_Fantasy
The Time Traveler's Wife,Audrey Niffenegger, 3.99,"1,693,594",54.482,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1380660571i/18619684._SX50_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1380660571i/18619684._SX150_.jpg,https://goodreads.com/book/show/18619684-the-time-traveler-s-wife,https://www.goodreads.com/author/show/498072.Audrey_Niffenegger,SciFic_Fantasy
Old Man's War ,John Scalzi, 4.23,178.03,52.154,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1487044882i/51964._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1487044882i/51964._SY175_.jpg,https://goodreads.com/book/show/51964.Old_Man_s_War,https://www.goodreads.com/author/show/4763.John_Scalzi,SciFic_Fantasy
Dragonflight ,Anne McCaffrey, 4.09,132.57,50.365,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388182243i/61975._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388182243i/61975._SY175_.jpg,https://goodreads.com/book/show/61975.Dragonflight,https://www.goodreads.com/author/show/26.Anne_McCaffrey,SciFic_Fantasy
Ringworld ,Larry Niven, 3.96,113.88,48.769,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1408793358i/61179._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1408793358i/61179._SY175_.jpg,https://goodreads.com/book/show/61179.Ringworld,https://www.goodreads.com/author/show/12534.Larry_Niven,SciFic_Fantasy
Contact,Carl Sagan, 4.14,134.30,48.588,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1602082958i/61666._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1602082958i/61666._SY175_.jpg,https://goodreads.com/book/show/61666.Contact,https://www.goodreads.com/author/show/10538.Carl_Sagan,SciFic_Fantasy
The Hitchhiker's Guide to the Galaxy ,Douglas Adams, 4.22,"1,657,856",47.517,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1559986152i/386162._SX50_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1559986152i/386162._SX150_.jpg,https://goodreads.com/book/show/386162.The_Hitchhiker_s_Guide_to_the_Galaxy,https://www.goodreads.com/author/show/4.Douglas_Adams,SciFic_Fantasy
Twenty Thousand Leagues Under the Sea,Jules Verne, 3.89,229.90,47.346,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1494979127i/33507._SX50_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1494979127i/33507._SX150_.jpg,https://goodreads.com/book/show/33507.Twenty_Thousand_Leagues_Under_the_Sea,https://www.goodreads.com/author/show/696805.Jules_Verne,SciFic_Fantasy
The Dispossessed ,Ursula K. Le Guin, 4.22,105.75,42.519,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1353467455i/13651._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1353467455i/13651._SY175_.jpg,https://goodreads.com/book/show/13651.The_Dispossessed,https://www.goodreads.com/author/show/874602.Ursula_K_Le_Guin,SciFic_Fantasy
Frankenstein,Mary Wollstonecraft Shelley, 3.84,"1,365,872",42.268,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1381512375i/18490._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1381512375i/18490._SY175_.jpg,https://goodreads.com/book/show/18490.Frankenstein,https://www.goodreads.com/author/show/11139.Mary_Wollstonecraft_Shelley,SciFic_Fantasy
"The Diamond Age: Or, a Young Lady's Illustrated Primer",Neal Stephenson, 4.16,87.39,41.194,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388180931i/827._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388180931i/827._SY175_.jpg,https://goodreads.com/book/show/827.The_Diamond_Age,https://www.goodreads.com/author/show/545.Neal_Stephenson,SciFic_Fantasy
World War Z: An Oral History of the Zombie War,Max Brooks, 4.01,486.55,40.355,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1528312647i/8908._SX50_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1528312647i/8908._SX150_.jpg,https://goodreads.com/book/show/8908.World_War_Z,https://www.goodreads.com/author/show/5791.Max_Brooks,SciFic_Fantasy
I Am Legend and Other Stories,Richard Matheson, 4.00,125.79,40.166,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1317791583i/547094._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1317791583i/547094._SY175_.jpg,https://goodreads.com/book/show/547094.I_Am_Legend_and_Other_Stories,https://www.goodreads.com/author/show/8726.Richard_Matheson,SciFic_Fantasy
The Hobbit,J.R.R. Tolkien, 4.28,"3,420,931",38.91,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1546071216i/5907._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1546071216i/5907._SY175_.jpg,https://goodreads.com/book/show/5907.The_Hobbit,https://www.goodreads.com/author/show/656983.J_R_R_Tolkien,SciFic_Fantasy
American Gods ,Neil Gaiman, 4.11,848.83,37.65,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1462924585i/30165203._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1462924585i/30165203._SY175_.jpg,https://goodreads.com/book/show/30165203-american-gods,https://www.goodreads.com/author/show/1221698.Neil_Gaiman,SciFic_Fantasy
The Sparrow ,Mary Doria Russell, 4.13,70.26,37.47,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1230829367i/334176._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1230829367i/334176._SY175_.jpg,https://goodreads.com/book/show/334176.The_Sparrow,https://www.goodreads.com/author/show/4007.Mary_Doria_Russell,SciFic_Fantasy
The Man in the High Castle,Philip K. Dick, 3.61,192.67,37.279,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1448756803i/216363._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1448756803i/216363._SY175_.jpg,https://goodreads.com/book/show/216363.The_Man_in_the_High_Castle,https://www.goodreads.com/author/show/4764.Philip_K_Dick,SciFic_Fantasy
Never Let Me Go,Kazuo Ishiguro, 3.84,581.93,37.059,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1353048590i/6334._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1353048590i/6334._SY175_.jpg,https://goodreads.com/book/show/6334.Never_Let_Me_Go,https://www.goodreads.com/author/show/4280.Kazuo_Ishiguro,SciFic_Fantasy
Ubik,Philip K. Dick, 4.09,97.05,36.749,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327995569i/22590._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327995569i/22590._SY175_.jpg,https://goodreads.com/book/show/22590.Ubik,https://www.goodreads.com/author/show/4764.Philip_K_Dick,SciFic_Fantasy
Uglies ,Scott Westerfeld, 3.85,619.11,36.462,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1654202671i/24770._SX50_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1654202671i/24770._SX150_.jpg,https://goodreads.com/book/show/24770.Uglies,https://www.goodreads.com/author/show/13957.Scott_Westerfeld,SciFic_Fantasy
The Andromeda Strain ,Michael Crichton, 3.91,241.45,36.221,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1587497243i/7670._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1587497243i/7670._SY175_.jpg,https://goodreads.com/book/show/7670.The_Andromeda_Strain,https://www.goodreads.com/author/show/5194.Michael_Crichton,SciFic_Fantasy
The Mote in God's Eye ,Larry Niven, 4.07,66.69,35.054,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1399490037i/100365._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1399490037i/100365._SY175_.jpg,https://goodreads.com/book/show/100365.The_Mote_in_God_s_Eye,https://www.goodreads.com/author/show/12534.Larry_Niven,SciFic_Fantasy
The Stars My Destination,Alfred Bester, 4.08,46.89,34.059,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1433671750i/333867._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1433671750i/333867._SY175_.jpg,https://goodreads.com/book/show/333867.The_Stars_My_Destination,https://www.goodreads.com/author/show/10992.Alfred_Bester,SciFic_Fantasy
The Return of the King ,J.R.R. Tolkien, 4.55,780.74,33.419,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1520258755i/18512._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1520258755i/18512._SY175_.jpg,https://goodreads.com/book/show/18512.The_Return_of_the_King,https://www.goodreads.com/author/show/656983.J_R_R_Tolkien,SciFic_Fantasy
Oryx and Crake ,Margaret Atwood, 4.01,246.53,33.317,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1494109986i/46756._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1494109986i/46756._SY175_.jpg,https://goodreads.com/book/show/46756.Oryx_and_Crake,https://www.goodreads.com/author/show/3472.Margaret_Atwood,SciFic_Fantasy
The Two Towers ,J.R.R. Tolkien, 4.46,833.58,32.292,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1298415523i/15241._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1298415523i/15241._SY175_.jpg,https://goodreads.com/book/show/15241.The_Two_Towers,https://www.goodreads.com/author/show/656983.J_R_R_Tolkien,SciFic_Fantasy
Second Foundation ,Isaac Asimov, 4.26,167.04,32.218,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1417900922i/29580._SX50_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1417900922i/29580._SX150_.jpg,https://goodreads.com/book/show/29580.Second_Foundation,https://www.goodreads.com/author/show/16667.Isaac_Asimov,SciFic_Fantasy
Journey to the Center of the Earth,Jules Verne, 3.86,176.84,32.002,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389754903i/32829._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389754903i/32829._SY175_.jpg,https://goodreads.com/book/show/32829.Journey_to_the_Center_of_the_Earth,https://www.goodreads.com/author/show/696805.Jules_Verne,SciFic_Fantasy
Solaris,Stanisław Lem, 3.99,88.47,31.879,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1498631519i/95558._SX50_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1498631519i/95558._SX150_.jpg,https://goodreads.com/book/show/95558.Solaris,https://www.goodreads.com/author/show/10991.Stanis_aw_Lem,SciFic_Fantasy
The Day of the Triffids,John Wyndham, 4.02,98.92,30.755,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320530145i/530965._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320530145i/530965._SY175_.jpg,https://goodreads.com/book/show/530965.The_Day_of_the_Triffids,https://www.goodreads.com/author/show/36332.John_Wyndham,SciFic_Fantasy
Doomsday Book ,Connie Willis, 4.03,55.36,30.495,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403972500i/24983._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403972500i/24983._SY175_.jpg,https://goodreads.com/book/show/24983.Doomsday_Book,https://www.goodreads.com/author/show/14032.Connie_Willis,SciFic_Fantasy
The Martian,Andy Weir, 4.41,974.19,30.443,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1413706054i/18007564._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1413706054i/18007564._SY175_.jpg,https://goodreads.com/book/show/18007564-the-martian,https://www.goodreads.com/author/show/6540057.Andy_Weir,SciFic_Fantasy
Red Mars ,Kim Stanley Robinson, 3.86,75.03,30.312,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1440699787i/77507._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1440699787i/77507._SY175_.jpg,https://goodreads.com/book/show/77507.Red_Mars,https://www.goodreads.com/author/show/1858.Kim_Stanley_Robinson,SciFic_Fantasy
The Sirens of Titan,Kurt Vonnegut Jr., 4.14,128.40,30.245,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1419363185i/4982._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1419363185i/4982._SY175_.jpg,https://goodreads.com/book/show/4982.The_Sirens_of_Titan,https://www.goodreads.com/author/show/2778055.Kurt_Vonnegut_Jr_,SciFic_Fantasy
The Fall of Hyperion ,Dan Simmons, 4.22,109.68,29.8,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1541174620i/77565._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1541174620i/77565._SY175_.jpg,https://goodreads.com/book/show/77565.The_Fall_of_Hyperion,https://www.goodreads.com/author/show/2687.Dan_Simmons,SciFic_Fantasy
The Illustrated Man,Ray Bradbury, 4.12,89.66,29.561,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1374049820i/24830._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1374049820i/24830._SY175_.jpg,https://goodreads.com/book/show/24830.The_Illustrated_Man,https://www.goodreads.com/author/show/1630.Ray_Bradbury,SciFic_Fantasy
Timeline,Michael Crichton, 3.86,198.99,29.457,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1405420745i/7669._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1405420745i/7669._SY175_.jpg,https://goodreads.com/book/show/7669.Timeline,https://www.goodreads.com/author/show/5194.Michael_Crichton,SciFic_Fantasy
The Caves of Steel ,Isaac Asimov, 4.18,89.18,28.435,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1335782224i/41811._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1335782224i/41811._SY175_.jpg,https://goodreads.com/book/show/41811.The_Caves_of_Steel,https://www.goodreads.com/author/show/16667.Isaac_Asimov,SciFic_Fantasy
A Fire Upon the Deep ,Vernor Vinge, 4.13,56.09,27.333,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1333915005i/77711._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1333915005i/77711._SY175_.jpg,https://goodreads.com/book/show/77711.A_Fire_Upon_the_Deep,https://www.goodreads.com/author/show/44037.Vernor_Vinge,SciFic_Fantasy
Foundation and Empire ,Isaac Asimov, 4.22,183.20,26.973,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391454612i/29581._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391454612i/29581._SY175_.jpg,https://goodreads.com/book/show/29581.Foundation_and_Empire,https://www.goodreads.com/author/show/16667.Isaac_Asimov,SciFic_Fantasy
The Invisible Man,H.G. Wells, 3.64,171.80,26.712,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1630661776i/17184._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1630661776i/17184._SY175_.jpg,https://goodreads.com/book/show/17184.The_Invisible_Man,https://www.goodreads.com/author/show/880695.H_G_Wells,SciFic_Fantasy
Xenocide ,Orson Scott Card, 3.80,150.15,25.574,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386924577i/8648._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386924577i/8648._SY175_.jpg,https://goodreads.com/book/show/8648.Xenocide,https://www.goodreads.com/author/show/589.Orson_Scott_Card,SciFic_Fantasy
A Game of Thrones ,George R.R. Martin, 4.44,"2,253,949",24.098,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1562726234i/13496._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1562726234i/13496._SY175_.jpg,https://goodreads.com/book/show/13496.A_Game_of_Thrones,https://www.goodreads.com/author/show/346732.George_R_R_Martin,SciFic_Fantasy
The Lathe of Heaven,Ursula K. Le Guin, 4.12,62.64,23.61,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1433084322i/59924._SX50_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1433084322i/59924._SX150_.jpg,https://goodreads.com/book/show/59924.The_Lathe_of_Heaven,https://www.goodreads.com/author/show/874602.Ursula_K_Le_Guin,SciFic_Fantasy
